Battery,Brand,CPU,Color,Display,Graphics,ImgURL,MFG_year,Name,OS,Price,Ram,Size,Status,Storage,URL,Weight,Wireless
,,"
                                                    8GB bus 1600GHz                                            ",,"
                                                    6 Cell                                            ",,https://trungtran.vn//upload_images/images/products/thinkpad/resized/x1-title_1442230030-copy-copy.webp,,ThinkPad x1 Carbon Gen 4 CPU i5 SSD Full HD,,"
                            Liên hệ                        ","
                                                    14.1inch Full HD 1920x1080 Anti-Glare LED Backlit                                            ",,,"
                                                    Intel HD 520                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-4-cpu-i5-ssd-full-hd-p1803/,,
,,"
                                                    DDR3L 4GB bus 1600Mhz (Ưu đãi lên ram 8GB thêm 500k)                                            ",,"
                                                    6 Cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/HP-Zbook-14-G1.webp,,HP Zbook 14 G1 i7 14inch VGA AMD Firepro M4100 2GB,,"
                            Liên hệ                        ","
                                                    14.1inch HD Antiglare chống lóa                                            ",,,"
                                                    Intel HD 4400 Graphics + AMD FirePro M4100 2GB GDDR5                                            ",https://trungtran.vn/hp-zbook-14-g1-i7-14inch-vga-amd-firepro-m4100-2gb-p1942/,,
,,"
                                                    8GB DDR3 1600MHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/dell/resized/Dell-Precision-M6800.webp,,Dell Precision M6800 i7 XM Nvidia Quadro K4100M,,"
                            Liên hệ                        ","
                                                    17.3 inch Full HD (1920x1080) Anti Glare                                            ",,,"
                                                    Intel HD Graphics + NVIDIA Quadro K4100M 4GB                                            ",https://trungtran.vn/dell-precision-m6800-i7-nvidia-quadro-k4100m-p1819/,,
,,"
                                                    8GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp8760w_1445842312-copy.webp,,Laptop cu Hp EliteBook 8760w i7 Nvidia Quadro 3000M,,"
                            Liên hệ                        ","
                                                    17.3inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro 3000M                                            ",https://trungtran.vn/hp-elitebook-8760w-i7-nvidia-quadro-3000m-p1531/,,
,,"
                                                    8 GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/hp-zbook-15-g3_1497352220-copy.webp,,HP ZBook 17 G3 i7-6700HQ 8GB HDD 500GB FHD IPS M2000M 4GB,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA® Quadro® M2000M (4 GB GDDR5)                                            ",https://trungtran.vn/hp-zbook-17-g3-i7-nvidia-quadro-m2000m-new-p1825/,,
,,"
                                                    4GB bus 1333GHz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-8560p-core-i5-4_1445046924-copy-copy-copy.webp,,Hp EliteBook 8560p i7 AMD Radeon 6470M,,"
                            Liên hệ                        ","
                                                    15.6inch HD (1366x768) Anti-Glare LED-backlit                                            ",,,"
                                                    AMD Radeon 6470M                                            ",https://trungtran.vn/hp-elitebook-8560p-i7-amd-radeon-6470m-p1528/,,
,,"
                                                    16 GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/HP-ZBook-Studio-G3.webp,,HP ZBook Studio G3 i7-6820HQ 16GB 512GB 15.6 inch FHD IPS M1000M,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA Quadro M1000M 2GB                                            ",https://trungtran.vn/hp-zbook-studio-g3-i7-nvidia-quadro-m1000m-p1818/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6 cell Li-ion                                            ",,https://trungtran.vn//upload_images/images/products/dell/resized/e7440_title_1442229489-copy.webp,,Dell Latitude E7440 i5 4300U Nhiều Options,,"
                            Liên hệ                        ","
                                                    14.1inch HD Anti-Glare LED-backlit                                            ",,,"
                                                    Intel HD Graphics 4400                                            ",https://trungtran.vn/dell-latitude-e7440-i5-intel-hd-graphics-4400-p1606/,,
,,"
                                                    4GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/8560w_title_1442229405-copy-copy.webp,,Hp EliteBook 8560w i5 Nvidia Quadro 2000M,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro 2000M                                            ",https://trungtran.vn/hp-elitebook-8560w-i5-nvidia-quadro-2000m-p1610/,,
,,"
                                                    8GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/hp-zbook-15-g3_1497352220-copy.webp,,HP ZBook 15 G3 i7-6700HQ 8GB 500GB 15.6 inch FHD FirePro™ W5170M,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal FHD anti-glare LED backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics 530+AMD FirePro W5170M                                            ",https://trungtran.vn/hp-zbook-15-g3-i7-amd-firepro-w5170m-p1826/,,
,,"
                                                    16 GB ECC DDR4-2133 SDRAM                                            ",,"
                                                    6-cell 96 WHr                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-zbook-15-g3_1497352220-copy.webp,,HP ZBook 17 G3 Mobile Workstation Xeon® E3-1575M v5 16GB ECC 512GB FHD IPS M4000M,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics P530+NVIDIA® Quadro® M4000M (4 GB GDDR5)                                            ",https://trungtran.vn/hp-zbook-17-g3-intel-xeon-e3-1575m-nvidia-quadro-m4000m-p1831/,,
,,"
                                                    16GB bus 1600GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp8760w_1445842312-copy.webp,,Laptop cu Hp EliteBook 8770W Dreamcolor,,"
                            Liên hệ                        ","
                                                    17.3inch Full HD (1920x1080) Dreamcolor Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro K4000M                                            ",https://trungtran.vn/hp-elitebook-8770w-dreamcolor-p1607/,,
,,"
                                                    16 GB DDR4-2133 SDRAM (1 X 16 GB)                                            ",,"
                                                    6-cell 96 WHr                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-zbook-15-g3_1497352220-copy.webp,,HP ZBook 17 G3 Intel Xeon E3 NVIDIA Quadro M4000M,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal FHD UWVA IPS anti-glare LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics P530+NVIDIA® Quadro® M4000M (4 GB GDDR5)                                            ",https://trungtran.vn/hp-zbook-17-g3-intel-xeon-e3-nvidia-quadro-m4000m-p1830/,,
,,"
                                                    4GB Ram                                            ",,"
                                                    4 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-probook-460-g2_1498893845.webp,,HP ProBook 640 G2 i5 Intel HD Graphics 520,,"
                            Liên hệ                        ","
                                                    14″ diagonal HD SVA anti-glare flat LED-backlit (1366 x 768)                                            ",,,"
                                                    Intel® HD Graphics 520                                            ",https://trungtran.vn/hp-probook-640-g2-i5-intel-hd-graphics-520-p1835/,,
,,"
                                                    Onboard 8GB Memory                                            ","
                                                             Platinum toàn phần, phím đen                                                    ","
                                                    4-cell, 38 Wh Li-ion                                            ","
                                                     Platinum toàn phần, phím đen                                            ",https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-2570p_1510393692-1.webp,,HP Spectre x360 Convertible i5 Full HD Touch Screen,,"
                            Liên hệ                        ","
                                                    13.3″ diagonal FHD UWVA BrightView WLED-backlit touch screen (1920 x 1080)                                            ",,,"
                                                    Intel® HD Graphics 620                                            ",https://trungtran.vn/hp-spectre-x360-convertible-i5-full-hd-touch-screen-p1898/,,
,,"
                                                    4GB Ram                                            ",,"
                                                    4 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-probook-450-g3_1497604849.webp,,HP ProBook 450 G3 i5 Intel HD Graphics 520,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal full HD anti-glare slim LED-backlit (1920 x 1080)                                            ",,,"
                                                    Intel® HD Graphics 520                                            ",https://trungtran.vn/hp-probook-450-g3-i5-intel-hd-graphics-520-p1834/,,
,,"
                                                    8GB bus 1600GHz                                            ",,"
                                                    9 cell Li-ion                                            ",,https://trungtran.vn//upload_images/images/products/thinkpad/resized/w530_title_1442229847.webp,,ThinkPad w530 i7 Nvidia Quadro K2000M,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD 95% RGB (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro K2000M + Intel HD Graphics 4000                                            ",https://trungtran.vn/thinkpad-w530-i7-nvidia-quadro-k2000m-p1484/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/delllatitudee6430_1442554230-copy.webp,,Dell Latitude E6430s i5 3320M 4GB HDD 250GB,,"
                            Liên hệ                        ","
                                                    14.1inch Anti-Glare LED-backlit                                            ",,,"
                                                    Intel HD 4000M 1GB                                            ",https://trungtran.vn/dell-latitude-e6430s-i5-intel-hd-graphics-4000-p1535/,,
,,"
                                                    8GB DDR3L 1600Mhz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/dell/resized/Dell-Latitude-E6540.webp,,Dell Latitude E6540 i7 4800QM 8GB SSD 128GB + HDD 500GB AMD Full HD,,"
                            Liên hệ                        ","
                                                    15.6inch FullHD (1920x1080) Anti-Glare LED-backlit                                            ",,,"
                                                    AMD Radeon HD 8790M 2GB + Intel® HD Graphics 4600 1GB                                            ",https://trungtran.vn/dell-latitude-e6540-i7-amd-radeon-p1658/,,
,,"
                                                    8GB Ram 1600GHz                                            ","
                                                             Light Grey (Xám bạc)                                                    ","
                                                    6 Cell                                            ","
                                                     Light Grey (Xám bạc)                                            ",https://trungtran.vn//upload_images/images/products/hp/resized/810g2_title_1442471335.webp,,Laptop cu HP Elitebook Revolve 810 G2 CPU i7 Haswell,,"
                            Liên hệ                        ","
                                                    11.6inch HD (1366x768) MultiTouchScreen Anti-Glare LED-backlit                                            ",,,"
                                                    Intel® HD Graphics 4400 1GB                                            ",https://trungtran.vn/hp-elitebook-revolve-810-g2-cpu-i7-haswell-p1505/,,
,,"
                                                    8GB bus 1600GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-8570w.webp,,Laptop cu Hp EliteBook 8570w Nvidia Quadro K1000M,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro K1000M                                            ",https://trungtran.vn/hp-elitebook-8570w-nvidia-quadro-k1000m-p1590/,,
,,"
                                                    8GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/dell/resized/dell-4600-trungtran_1499918301.webp,,Dell Precision M4600 i7 Nvidia Quadro 2000M,"
                                                            Windows 7 Professional 64bit                                                    ","
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro 2000M + Intel HD Graphics 3000                                            ",https://trungtran.vn/dell-precision-m4600-i7-nvidia-quadro-2000m-222-p1665/,,
,,"
                                                    8GB bus 1600GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-8570w.webp,,Laptop cu Hp EliteBook 8570w AMD FirePro M4000,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    AMD FirePro M4000                                            ",https://trungtran.vn/hp-elitebook-8570w-amd-firepro-m4000-p1594/,,
,,"
                                                    8GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/8560w_title_1442229405-copy.webp,,Laptop cu Hp EliteBook 8560w i7 AMD FirePro M5950,,"
                            Liên hệ                        ","
                                                    15.6inch HD (1366x768) Anti-Glare LED-backlit                                            ",,,"
                                                    amd firepro m5950                                            ",https://trungtran.vn/hp-elitebook-8560w-i7-amd-firepro-m5950-p1595/,,
,,"
                                                    4GB                                            ",,"
                                                    6 Cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-2570p_1510393692.webp,,HP Elitebook 2570p i5 HD Intel Graphics 4000,,"
                            Liên hệ                        ","
                                                    12.5inch HD 1366x768 nhỏ gọn                                            ",,,"
                                                    Intel HD Graphics 4000 1GB                                            ",https://trungtran.vn/hp-elitebook-2570p-i5-hd-intel-graphics-4000-p1901/,,
,,"
                                                    4GB 1600MHz DDR3L                                            ",,"
                                                    6 Cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-8560p-core-i5-4_1445046924-copy-copy-copy-1.webp,,Laptop cu Hp EliteBook 8570p i5 AMD Radeon 7570M,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    AMD Radeon HD 7570M                                            ",https://trungtran.vn/hp-elitebook-8570p-i5-amd-radeon-7570m-p1589/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/delllatitudee6430_1442554230-copy.webp,,Dell Latitude E6430 i5 3320M 4GB HDD 250GB,,"
                            Liên hệ                        ","
                                                    14.1inch Anti-Glare LED-backlit                                            ",,,"
                                                    Intel HD Graphics 4000                                            ",https://trungtran.vn/dell-latitude-e6430-i5-intel-hd-graphics-4000-p1507/,,
,,"
                                                    8GB DDR3 1600MHz                                            ",,"
                                                    6 Cell                                            ",,https://trungtran.vn//upload_images/images/products/thinkpad/resized/e550-400x300_1496052047.webp,,Lenovo Thinkpad L440 i7 HD Graphics 4600,,"
                            Liên hệ                        ","
                                                    14.1"" HD Anti Glare                                            ",,,"
                                                    Intel HD Graphics 520                                            ",https://trungtran.vn/lenovo-thinkpad-l440-i7-hd-graphics-4600-p1913/,,
,,"
                                                    4GB                                            ","
                                                             Màu Bạc                                                    ","
                                                    51 Wh Li-ion                                            ","
                                                     Màu Bạc                                            ",https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-850-g4_1509691725.webp,,HP EliteBook 850 G4 i5 Full HD VGA AMD Radeon R7 M465,,"
                            Liên hệ                        ","
                                                    15.6"" FullHD (1920x1080)                                            ",,,"
                                                    Intel® HD Graphics 620+AMD Radeon™ R7 M465 (2 GB GDDR5 dedicated)                                            ",https://trungtran.vn/hp-elitebook-850-g4-i5-full-hd-vga-amd-radeon-r7-m465-p1899/,,
,,"
                                                    8 GB DDR4-2400 SDRAM                                            ",,"
                                                    1 USB 2.0, 2 USB 3.0 / 3.1 Gen1, 1 HDMI, Card Reader: HP Multiformat SD Card Reader                                            ","
                                                    HP Business Outlet Full Box - BH 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-omen-gaming/resized/hp-omen-15t-2017_1515066267.webp,,Hp Omen 15t 2017 Gaming Core i7 Option SSD Nvidia GTX 1050Ti,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal Full HD IPS anti-glare WLED-backlit (1920 x 1080)                                            ",,,"
                                                    NVIDIA® GeForce® GTX 1050Ti with 4GB GDDR5                                            ",https://trungtran.vn/hp-omen-15t-2017-gaming-core-i7-option-ssd-full-hd-nvidia-gtx-1050ti-new-p1923/,,
,,,,,,https://trungtran.vn/images/products/2023/resized/x1-gen-5-png.png,,Thinkpad X1 Carbon Gen 5 Intel Core i5 (nhiều cấu hình),,"
                            Liên hệ                        ",,,,,https://trungtran.vn/thinkpad-x1-carbon-gen-5-i5-intel/,,
,,"
                                                    4GB DDR3 bus 1600Mhz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/Dell-Latitude-E7240-UltraBook.webp,,Dell Latitude E7240 UltraBook CPU i7 Haswell,,"
                            Liên hệ                        ","
                                                    12.5inch HD (1366x768) Anti-Glare LED-backlit                                            ",,,"
                                                    Intel® HD Graphics 4400 1GB                                            ",https://trungtran.vn/dell-latitude-e7240-ultrabook-cpu-i7-haswell-p1438/,,
,,"
                                                    8GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/dell-precision-workstation/resized/Dell-M4600.webp,,Dell Precision M4600 i7 Nvidia Quadro 1000M,,"
                            Liên hệ                        ","
                                                    15.6 inch FullHD 1920x1080                                            ",,,"
                                                    NVIDIA Quadro 1000M+Intel HD Graphics 3000                                            ",https://trungtran.vn/dell-precision-m4600-i7-nvidia-quadro-1000m-p1446/,,
,,"
                                                    8 GB DDR4-2400 SDRAM                                            ",,"
                                                    1 USB 2.0, 2 USB 3.0 / 3.1 Gen1, 1 HDMI, Card Reader: HP Multiformat SD Card Reader                                            ","
                                                    HP Business Outlet Full Box - BH 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-omen-gaming/resized/hp-omen-15t-2017_1515066267.webp,,Hp Omen 15t 2017 Gaming Core i7 Full HD Nvidia GTX 1050Ti,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal Full HD IPS anti-glare WLED-backlit (1920 x 1080)                                            ",,,"
                                                    NVIDIA® GeForce® GTX 1050Ti with 4GB GDDR5                                            ",https://trungtran.vn/hp-omen-15t-2017-gaming-core-i7-full-hd-nvidia-gtx-1050ti-new-p1922/,,
"
                                                    12 tháng                                            ",,"
                                                    8 GB DDR4 2400MHz                                            ",,"
                                                    74 Whr, 6-Cell Battery (Integrated)                                            ","
                                                    Cũ                                            ",https://trungtran.vn//upload_images/images/products/dell-inspiron/resized/dell-inspiron-7567_1515061578.webp,,Dell Inspiron 7567 i5 7300HQ 8GB SSD 128GB + HDD 500GB GTX 1050Ti 4GB,"
                                                            Windows 10 64-bit                                                    ","
                            Liên hệ                        ","
                                                    15.6 inch FullHD 1920x1080                                            ",,"
                                                            Cũ                                                    ","
                                                    NVIDIA® GeForce® GTX 1050Ti with 4GB GDDR5                                            ",https://trungtran.vn/dell-inspiron-7567-i5-quad-core-kaby-lake-nvidia-gtx-1050-gaming-new-p1919/,,
,,"
                                                    8 GB DDR4 2400MHz                                            ",,"
                                                    74 Whr, 6-Cell Battery (Integrated)                                            ","
                                                    12 tháng                                            ",https://trungtran.vn//upload_images/images/products/dell-inspiron/resized/dell-inspiron-7567_1515061578.webp,,Dell Inspiron 7567 i7 7700HQ Nvidia GTX 1050Ti 4GB,"
                                                            Windows 10 64-bit                                                    ","
                            Liên hệ                        ","
                                                    15.6″ FHD IPS (1920 x 1080) Anti-Glare LED-Backlit Display                                            ",,,"
                                                    NVIDIA® GeForce® GTX 1050Ti with 4GB GDDR5                                            ",https://trungtran.vn/dell-inspiron-7567-i7-quad-core-nvidia-gtx-1050ti-gaming-dell-outlet-new-p1921/,,
"
                                                    Bảo hành 12 tháng                                            ",,"
                                                    16 GB DDR4-2133                                            ",,"
                                                    4-cell 64 WHr                                            ","
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/HP-ZBook-15-G3.webp,,HP ZBook 15 G3 i7 FHD NVIDIA Quadro M1000M Touch,,"
                            Liên hệ                        ","
                                                    15.6″ diagonal FHD UWVA IPS Touch cảm ứng đa điểm (1920 x 1080)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA Quadro M1000M 4GB                                            ",https://trungtran.vn/hp-zbook-15-g3-i7-fhd-nvidia-quadro-m1000m-touch-p1846/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    3 cell external + 3 cell internal                                            ","
                                                    Cũ                                            ",https://trungtran.vn//upload_images/images/products/thinkpad-x-series/resized/ThinkPad-x240.webp,,ThinkPad X240 i5 4300U 4GB HDD 500GB,,"
                            Liên hệ                        ","
                                                    12.5inch HD màu sắc đẹp                                            ",,"
                                                            Cũ                                                    ","
                                                    Intel HD 4400M                                            ",https://trungtran.vn/thinkpad-x240-i5-haswell-intel-hd-4400m-p1442/,,
,,"
                                                    64 GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/hp-zbook-15-g3_1497352220-copy-copy-copy.webp,,HP ZBook 17 G3 DreamColor i7-6820HQ 500GB 64GB M2000M 4GB,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal UHD DreamColor UWVA IPS anti-glare + PSR LED-backlit (3840 X 2160)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA® Quadro® M2000M 4GB                                            ",https://trungtran.vn/hp-zbook-17-g3-i7-6820hq-utrahd-dream-color-nvidia-quadro-m2000m-1-p1876/,,
,,"
                                                    4GB bus 1333GHz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/hp-elitebook-8460p-anh-dai-dien_1448093144.webp,,Hp EliteBook 8460p i5 Intel HD Graphics 3000,,"
                            Liên hệ                        ","
                                                    14.1inch HD (1366x768) Anti-Glare LED-backlit                                            ",,,"
                                                    Intel HD 3000M 1GB                                            ",https://trungtran.vn/hp-elitebook-8460p-i5-intel-hd-graphics-3000-p1449/,,
,,"
                                                    8GB 1600MHz DDR3L, soldered to systemboard, no socket                                            ",,"
                                                    Integrated Lithium Polymer 8-cell (50Wh) RapidCharge battery                                            ",,https://trungtran.vn//upload_images/images/products/thinkpad-x1-carbon/resized/Thinkpad-X1-Carbon-Gen-3.webp,,Thinkpad X1 Carbon Gen 3 Intel Core i5 HD Graphics 5500,,"
                            Liên hệ                        ","
                                                    14inch HD+ (1600x900)                                            ",,,"
                                                    Intel HD Graphics 5500                                            ",https://trungtran.vn/thinkpad-x1-carbon-gen-3-intel-core-i5-hd-graphics-5500-p1774/,,
,,"
                                                    16 GB DDR4-2133 SDRAM                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/HP-ZBook-17-G3.webp,,HP ZBook 17 G3 4K DreamColor Core™ i7-6700HQ 1TB + 512GB 16GB M3000M 4GB,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal UHD DreamColor UWVA IPS anti-glare + PSR LED-backlit (3840 X 2160)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA® Quadro® M2000M 4GB                                            ",https://trungtran.vn/hp-zbook-17-g3-i7-utrahd-dreamcolor-nvidia-quadro-m3000m-p1861/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6 cell Li-ion                                            ",,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/Dell-Latitude-E7440.webp,,Dell Latitude E7440 i7 4600U 4GB SSD 128GB Màn Full HD IPS,,"
                            Liên hệ                        ","
                                                    14.1inch Full HD (1920 x 1080 pixels) IPS panel                                            ",,,"
                                                    Intel HD Graphics 4400                                            ",https://trungtran.vn/dell-latitude-e7440-i7-intel-hd-graphics-4400-p1466/,,
,,"
                                                    8GB bus 1600GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/dell-precision-workstation/resized/Dell-m4700.webp,,Dell Precision M4700 i7 3840QM Nvidia K2000M,"
                                                            Windows 7 Professional 64bit                                                    ","
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro K2000M 2GB                                            ",https://trungtran.vn/dell-precision-m4700-i7-nvidia-quadro-k1000m-p1580-2/,,
,,"
                                                    16 GB DDR4-2133Mhz                                            ",,"
                                                    2 Thunderbolt™ 3; 1 HDMI 1.4; 1 USB 3.0; 1 stereo microphone-in/headphone-out combo                                            ","
                                                    Bảo hành 12 tháng                                            ",https://trungtran.vn//upload_images/images/products/hp-zbook-workstation/resized/hp-zbook-15-g3_1497352220-copy-copy-copy.webp,,HP ZBook 17 G3 Mobile Workstation Core™ i7-6700HQ 512GB 16GB FHD IPS M3000M 4GB,,"
                            Liên hệ                        ","
                                                    17.3″ diagonal UHD DreamColor UWVA IPS anti-glare + PSR LED-backlit (3840 X 2160)                                            ",,,"
                                                    Intel HD Graphics 530+NVIDIA® Quadro® M2000M 4GB                                            ",https://trungtran.vn/hp-zbook-17-g3-i7-6700hq-fullhd-ips-nvidia-quadro-m3000m-p1871/,,
,,"
                                                    4GB bus 1333GHz                                            ",,"
                                                    8 cell                                            ",,https://trungtran.vn//upload_images/images/products/hp/resized/8560w_title_1442229405-copy-copy.webp,,Hp EliteBook 8560w i7 Nvidia Quadro 1000M,,"
                            Liên hệ                        ","
                                                    15.6inch Full HD (1920x1080) Anti Glare LED Backlit                                            ",,,"
                                                    NVIDIA Quadro 1000M                                            ",https://trungtran.vn/hp-elitebook-8560w-i7-nvidia-quadro-1000m-p1483/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    Up to 35 Wh                                            ",,https://trungtran.vn//upload_images/images/products/lenovo/resized/ideapad-yoga-11_title_1442289600.webp,,Lenovo Yoga 11 Tablet IPS Multi-touch,"
                                                            Windows 8 Professional 64bit                                                    ","
                            Liên hệ                        ","
                                                    11.6inch HD IPS (1366x768) Touch Screen (màn cảm ứng)                                            ",,,"
                                                    Intel HD Graphics                                            ",https://trungtran.vn/lenovo-yoga-11-tablet-ips-multi-touch-p1456/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6 Cells Li - ion                                            ",,https://trungtran.vn//upload_images/images/products/dell-latitude/resized/Dell-Latitude-E6440.webp,,Dell Latitude E6440 i5 4310M 4GB SSD 128GB,"
                                                            Windows 7 Professional 64bit                                                    ","
                            Liên hệ                        ","
                                                    14.1inch Anti-Glare LED-backlit                                            ",,,"
                                                    Intel HD Graphics 4600                                            ",https://trungtran.vn/dell-latitude-e6440-intel-hd-4600m-1gb-p1467/,,
,,"
                                                    4GB bus 1600GHz                                            ",,"
                                                    6cell Li-Ion Battery                                            ",,https://trungtran.vn//upload_images/images/products/hp-folio/resized/hp-elitebook-folio-9470m-ultrabook_1445426169-copy-copy.webp,,HP Elitebook Folio 9470M i5 4GB HDD 250GB,,"
                            Liên hệ                        ","
                                                    14.1inch WLED Anti-Glare                                            ",,,"
                                                    Intel HD Graphic 4000 1GB                                            ",https://trungtran.vn/hp-elitebook-folio-9470m-cpu-i5-ivybridge-p1596/,,
