isdn,CODE,REG_DATETIME,EXPIRE_DATETIME,END_DATETIME,DATE_ID,PRICE
3qRawOcYWOtfC6M3m6oZHg==,VTB,2023-04-01T00:00:00.000+07:00,2023-04-30T23:59:59.000+07:00,"",20230411,0
3qUiptuaY8CpL8K7hNqi8g==,C90N,2023-03-29T11:16:27.000+07:00,2023-04-28T11:16:26.000+07:00,"",20230411,90000
3s+TRZq1NaLdQNdiJKcS4A==,M25,2023-03-26T18:10:41.000+07:00,2023-04-25T18:10:40.000+07:00,"",20230411,25000
3sIi7PUtO8Ixee9nGOVz3A==,C90N,2023-03-27T13:11:39.000+07:00,2023-04-26T13:11:38.000+07:00,"",20230411,90000
3sedrWEncY9paDiuOwkx+Q==,C90N,2023-04-09T17:13:06.000+07:00,2023-05-09T17:13:05.000+07:00,"",20230411,90000
3suwYZ1x8CLtwOwhhSFDLA==,C90N,2023-03-13T06:57:28.000+07:00,2023-04-12T06:57:27.000+07:00,"",20230411,90000
3u5RNHLkg23N8PEK0dLAjg==,G1,2023-04-07T16:37:55.000+07:00,2023-05-07T16:37:54.000+07:00,"",20230411,60000
3uhkOZG7JVrgCRxT2A6ARA==,MPNT,2023-03-19T22:31:15.000+07:00,2023-04-18T22:31:14.000+07:00,"",20230411,0
3usU3hv+bXsKD+IBn/JTvA==,C90N,2023-03-31T15:36:05.000+07:00,2023-04-30T15:36:04.000+07:00,"",20230411,90000
3ycrvLzWvLN0L58vE6TImw==,C90N,2023-04-03T09:23:01.000+07:00,2023-05-03T09:23:00.000+07:00,"",20230411,90000
3zUYBB5WxCcmnVAwp5Ak4Q==,MF150,2023-04-01T16:49:43.000+07:00,2023-05-02T16:49:42.000+07:00,"",20230411,150000
418Kyp6Iar9eWjyUC0yhGA==,E109,2023-03-12T10:10:58.000+07:00,2023-04-12T10:10:57.000+07:00,"",20230411,109000
41VJXwC0OwpW8a9sKvzGug==,D10,2023-04-10T18:22:52.000+07:00,2023-04-11T18:22:51.000+07:00,"",20230411,10000
44wQ2XvsjobXe52eXYx4tA==,ED50,2023-03-21T06:30:41.000+07:00,2023-04-20T06:30:40.000+07:00,"",20230411,50000
46a0afaCWfpXZVSB8CSUww==,MF200,2023-03-28T12:00:37.000+07:00,2023-04-28T12:00:36.000+07:00,"",20230411,200000
49EpWNBmnJWbsc4ZksPuxg==,24G,2023-03-15T07:29:15.000+07:00,2023-04-14T07:29:14.000+07:00,"",20230411,99000
49uPB2ONam213M2bye98rQ==,6C120,2023-03-31T10:28:14.000+07:00,2023-04-30T10:28:13.000+07:00,"",20230411,720000
4AlIKx3Kly7yoSiryqVVdw==,C90N,2023-03-14T18:00:58.000+07:00,2023-04-13T18:00:57.000+07:00,"",20230411,90000
4E6X3yxDusMcFlMuHlGfnQ==,MF200,2023-04-10T11:57:34.000+07:00,2023-05-11T11:57:33.000+07:00,"",20230411,200000
